prompt,prompt_len,target
The following is a multiple choice question. Context: Ash loved playing soccer and Joined with a team to play the sport.| Question: What will Ash want to do next?| Option A: practice their best| Option B: play soccer| Option C: talk about the team. The correct answer is ,62,1
"The following is a multiple choice question. Context: All of the others seemed shy and nervous, so Jan started a conversation.| Question: What will Others want to do next?| Option A: whisper quietly in pairs| Option B: wanted to break the silence| Option C: get to know each other. The correct answer is ",68,3
The following is a multiple choice question. Context: Riley needed to buy kitchen equipment and the ingredients for a recipe before she learned how to cook.| Question: What does Riley need to do before this?| Option A: go to a cooking class| Option B: go to meet her cooking instructor| Option C: go to a home goods store. The correct answer is ,76,3
The following is a multiple choice question. Context: Riley had lost Carson's keys when they went to the beach.| Question: What does Riley need to do before this?| Option A: go to the beach| Option B: apologize to carson| Option C: keep track of the keys. The correct answer is ,67,1
The following is a multiple choice question. Context: Austin was at the rodeo watching his Uncle compete.| Question: How would Austin feel afterwards?| Option A: was ashamed of how his Uncle performed| Option B: wished he did not attend the rodeo| Option C: was proud that his Uncle did so well. The correct answer is ,69,3
The following is a multiple choice question. Context: Taylor drove his friends home from the party in the middle of the night.| Question: What does Taylor need to do before this?| Option A: stay home and sleep| Option B: drink a lot of alcohol| Option C: drive to the party. The correct answer is ,68,3
"The following is a multiple choice question. Context: After getting caught red handed, Sasha gave her coworker back the money as the others watched.| Question: What will happen to Others?| Option A: watch Sasha closely| Option B: she will be reprimanded| Option C: she will be fired. The correct answer is ",67,1
The following is a multiple choice question. Context: Sasha ordered Skylar's food because she was taking too long in the restroom.| Question: How would Skylar feel as a result of this?| Option A: annoyed with Sasha| Option B: an impatient person| Option C: happy to eat soon. The correct answer is ,69,1
The following is a multiple choice question. Context: Cameron looked around for Skylar and eventually found them hiding in the closet.| Question: What will happen to Skylar?| Option A: get mad and leave| Option B: try a new hiding spot| Option C: have won because they found Skylar before the others. The correct answer is ,72,2
The following is a multiple choice question. Context: Addison caressed Carson's cheek and Carson flinched away from her.| Question: How would Addison feel afterwards?| Option A: used| Option B: soft| Option C: loved. The correct answer is ,55,1
"The following is a multiple choice question. Context: The group of children were out of control, and the parents were trying to calm them down, so when she got her son away from the situation, Sasha gave their son a talking to.| Question: What will Others want to do next?| Option A: wanted her son to learn from his mistakes| Option B: wanted her son to learn a lesson| Option C: talk to their own children. The correct answer is ",97,3
"The following is a multiple choice question. Context: After loving her time on the phone, Sasha made some rice and took a bathroom break.| Question: What did Sasha do after her phone call?| Option A: made a phone| Option B: ok some rice to the bathroom| Option C: made some rice. The correct answer is ",70,3
The following is a multiple choice question. Context: Sydney told Jan's mother something. Sydney wasn't happy after that talk.| Question: How would you describe Sydney?| Option A: like a snitch| Option B: a quiet person| Option C: a secretive person. The correct answer is ,64,2
The following is a multiple choice question. Context: Lee rushed upon Quinn's house because he was excited to see her.| Question: What will Lee want to do next?| Option A: go back home| Option B: open the door| Option C: call her on the phone. The correct answer is ,65,2
"The following is a multiple choice question. Context: Casey was being really mean, so Aubrey called Casey's sister.| Question: How would Casey feel as a result?| Option A: mad at Aubrey| Option B: good about it| Option C: like a good guy. The correct answer is ",63,1
The following is a multiple choice question. Context: Casey saw her grandmother from across the airport waiting for her.| Question: How would you describe Casey?| Option A: impatient granddaughter| Option B: loved| Option C: a loving granddaughter. The correct answer is ,55,3
The following is a multiple choice question. Context: Jan was trying to fix their door. They twisted the knob badly.| Question: What will Jan want to do next?| Option A: fix the door| Option B: hope it fixes itself| Option C: work on it. The correct answer is ,63,1
"The following is a multiple choice question. Context: Addison was a very dediciated mayor, serving the village for years before retiring.| Question: Why did Addison do this?| Option A: not be noticed by anyone| Option B: improve the city| Option C: relax and enjoy their retirement. The correct answer is ",67,2
The following is a multiple choice question. Context: Lee was at a casino and trying to gamble to win some money.| Question: How would you describe Lee?| Option A: a risk taker| Option B: frugal| Option C: That money can be lost from gambling. The correct answer is ,62,1
"The following is a multiple choice question. Context: In the play about a humble servant, Carson shone their shoes.| Question: What does Carson need to do before this?| Option A: polish the shoe strings| Option B: practice shining shoes| Option C: polish their toenails. The correct answer is ",65,2
The following is a multiple choice question. Context: Tracy picked a movie and grabbed some snacks before heading to the couch.| Question: Why did Tracy do this?| Option A: Prepare the food| Option B: did this to go to prepare for bed| Option C: did this to relax with a movie. The correct answer is ,69,3
The following is a multiple choice question. Context: Kendall took the kids to the museum. They liked seeing the dinosaurs.| Question: What will Kendall want to do next?| Option A: take no pictures| Option B: steal a gift| Option C: take pictures. The correct answer is ,61,3
"The following is a multiple choice question. Context: After years pf playing together, Alex finally beat Addison's dad in a chess game.| Question: How would you describe Alex?| Option A: proud of Alex| Option B: someone who likes a challenge| Option C: someone who likes to lose. The correct answer is ",68,2
"The following is a multiple choice question. Context: Robin anxiously awaited their turn at bat, hoping they'd be able to hit a home run.| Question: What does Robin need to do before this?| Option A: join a basketball team| Option B: join a baseball team| Option C: knock the ball. The correct answer is ",71,2
The following is a multiple choice question. Context: Quinn recovered the papers back after the wind blew them into the street.| Question: Why did Quinn recover the papers?| Option A: store them in a locked briefcase| Option B: prevent car accidents| Option C: eat the paper. The correct answer is ,64,1
The following is a multiple choice question. Context: Kai was always fighting in the street after a long day at work.| Question: How would Others feel as a result?| Option A: exhausted after a long days of work| Option B: very embarrassed about herself| Option C: strong now. The correct answer is ,66,2
The following is a multiple choice question. Context: Carson was telling his students what would be on the test next week.| Question: What will the students want to do next?| Option A: ignore him| Option B: take notes| Option C: help the students prepare for the test. The correct answer is ,65,2
The following is a multiple choice question. Context: Kendall took his design degree seriously and came up with some great women's shoe designs.| Question: How would women feel as a result?| Option A: in despair about the design| Option B: excited to buy Kendall's shoes| Option C: like others will appreciate him. The correct answer is ,74,2
The following is a multiple choice question. Context: Jordan bumped into Remy while passing by so Remy asked for Jordan's pardon.| Question: What will Jordan want to do next?| Option A: keep walking| Option B: say sorry to Remy| Option C: fight Remy. The correct answer is ,63,2
The following is a multiple choice question. Context: Robin had to clean his room out and store stuff. Robin kept his stuff together.| Question: What will Robin want to do next?| Option A: thrash in his clean room| Option B: Others will check-in with Robin| Option C: relax in his clean room. The correct answer is ,73,3
The following is a multiple choice question. Context: Riley treated her son to dinner to a giant steak with a side of mashed potatoes.| Question: What will Others want to do next?| Option A: proud of him| Option B: good| Option C: tell her son he did good one something. The correct answer is ,68,3
The following is a multiple choice question. Context: Jordan could no longer keep a secret and told everyone what Addison had said.| Question: How would Addison feel as a result?| Option A: like they are loved| Option B: like they were betrayed| Option C: like they are adored. The correct answer is ,66,2
"The following is a multiple choice question. Context: Sasha had a busy lifestyle and although they didn't have a lot of spare time, Sasha did a lot in their spare time.| Question: Why did Sasha do this?| Option A: So that things would get done| Option B: It was forced upon her| Option C: liked to waste their time. The correct answer is ",80,1
The following is a multiple choice question. Context: Taylor maintained their integrity by refusing the drugs despite being offered expensive cocaine for free.| Question: Why did Taylor do this?| Option A: continue being good| Option B: wanted to prevent drug addiction| Option C: be very proud. The correct answer is ,64,2
The following is a multiple choice question. Context: Robin ran some tests and found out that their new patient was infected with Ebola.| Question: What will the CDC do next?| Option A: find out what other diseases the patient has| Option B: following proper containment procedures| Option C: discover the truth. The correct answer is ,69,2
The following is a multiple choice question. Context: The new tech arrived at the hospital today to fix the equipment for the nurses.| Question: How would the nurses feel as a result?| Option A: be thankful| Option B: be grateful| Option C: relief. The correct answer is ,61,2
The following is a multiple choice question. Context: Tracy found a great one for their friend to give as a gift.| Question: Why did Tracy do this?| Option A: anger their friend| Option B: Others will celebrate with Tracy| Option C: be kind. The correct answer is ,61,3
The following is a multiple choice question. Context: Skylar came into force on Tracy the work that needed to be done by next Friday.| Question: What will Skylar want to do next?| Option A: tell Skylar no| Option B: proud| Option C: lazy. The correct answer is ,64,1
The following is a multiple choice question. Context: Tracy kept their mother away all afternoon while they finished making her surprise.| Question: What will their mother want to do next?| Option A: surprise her mother| Option B: ask why the kids forgot her birthday| Option C: figure out what her kids are up to. The correct answer is ,72,3
The following is a multiple choice question. Context: Jan camped with friends.  They had a good time.| Question: What will Others want to do next?| Option A: build a campfire| Option B: buy groceries so they would have food at the campground| Option C: be bored. The correct answer is ,66,1
The following is a multiple choice question. Context: Sasha noticed her son was done with dinner so Sasha gave her son dessert.| Question: What does Sasha need to do before doing this?| Option A: happy| Option B: notice he needed to use the restroom| Option C: notice his empty plate. The correct answer is ,68,3
The following is a multiple choice question. Context: Casey endured the shit longer than she expected and finally snapped on people.| Question: How would Others feel as a result?| Option A: angry and upset| Option B: motivated to act| Option C: threatened. The correct answer is ,60,3
The following is a multiple choice question. Context: Lee fired another weapon into the air as they celebrated Independence Day.| Question: How would you describe Lee?| Option A: proud to be an American| Option B: going to sheath the weapon| Option C: attending a somber ceremony. The correct answer is ,64,1
The following is a multiple choice question. Context: Tracy talked Ash under the table with their plans for the new company.| Question: What will Tracy want to do next?| Option A: keep talking| Option B: ignore Ash| Option C: abandon their plans. The correct answer is ,60,1
The following is a multiple choice question. Context: Jesse told Lee's story about his car accident and recovery.| Question: How would you describe Jesse?| Option A: sad| Option B: distraught| Option C: a story teller. The correct answer is ,55,3
The following is a multiple choice question. Context: Cameron practiced every day so she could make the team.| Question: What does Cameron need to do before this?| Option A: learn the routine| Option B: be careless| Option C: take a nap. The correct answer is ,59,1
The following is a multiple choice question. Context: Jan bought camping supplies from a store and soon went camping in the woods.| Question: How would you describe Jan?| Option A: feeling passive| Option B: feeling lazy| Option C: feeling brave. The correct answer is ,58,3
The following is a multiple choice question. Context: Riley bored Taylor's children.| Question: What will Taylor want to do next?| Option A: tailor's chidren are pore| Option B: riley bored in beach| Option C: riley bored in home. The correct answer is ,64,3
The following is a multiple choice question. Context: Jesse was a lawyer advising Tracy on a court case involving murder and a life sentence.| Question: What will happen to Jesse?| Option A: thank her lawyer| Option B: found guilty| Option C: go to court and follow the proceedings. The correct answer is ,66,3
"The following is a multiple choice question. Context: After extended investigation of the problem in the system, Kai found the culprit.| Question: How would you describe Kai?| Option A: pleased and indebted| Option B: relieved and impressed| Option C: tenacious. The correct answer is ",59,2
The following is a multiple choice question. Context: Aaron was applying to nursing school and asked Lee for a recommendation letter.| Question: What did Aaron need to do before this?| Option A: finish the nursing prerequisites| Option B: as jealous| Option C: as envious. The correct answer is ,62,1
The following is a multiple choice question. Context: Skylar suddenly appeared with the snacks the made for their friends.| Question: What does Skylar need to do before this?| Option A: get some snacks from their friends| Option B: eat with friends| Option C: make the snacks. The correct answer is ,66,1
The following is a multiple choice question. Context: Cameron quit that job when she discovered that they didn't keep the machines up to code and it was dangerous.| Question: How would Cameron feel afterwards?| Option A: like getting rehired at the job| Option B: glad for her decision| Option C: like praising the company. The correct answer is ,76,2
The following is a multiple choice question. Context: Ash was running low on milk and decided to go grocery shopping.| Question: Why did Ash do this?| Option A: look for milk| Option B: wanted to stay home| Option C: wanted to eat some cereal. The correct answer is ,62,3
The following is a multiple choice question. Context: The dog wanted a bone from Addison. Addison gave the dog a bone.| Question: How would Addison feel afterwards?| Option A: like they supported the dog| Option B: reliable| Option C: trustworthy. The correct answer is ,59,1
"The following is a multiple choice question. Context: Jan, a skilled seamstress, gave Addison her order of tailor-made clothing after weeks of work.| Question: What will happen to Jan?| Option A: receive payment from Addison for her order| Option B: enjoy a new clothes| Option C: write a check to Jan. The correct answer is ",74,1
"The following is a multiple choice question. Context: Jordan always wanted to be a writer when they grew up. Now, Jordan made a living writing short stories.| Question: How would you describe Jordan?| Option A: a writer who likes to write stories| Option B: like they had achieved their dream| Option C: like they were successful. The correct answer is ",76,2
"The following is a multiple choice question. Context: Skylar met their requirements for the loan, and was able to get their first mortgage.| Question: How would Skylar feel afterwards?| Option A: bored with their new house| Option B: excited to have a new house| Option C: ashamed of their accomplishment. The correct answer is ",71,2
The following is a multiple choice question. Context: Remy reduced his shed to rubble to get rid of it.| Question: How would Remy feel afterwards?| Option A: Accomplished| Option B: resourceful| Option C: Like a lazy person. The correct answer is ,56,1
The following is a multiple choice question. Context: Austin spent all afternoon doing nothing despite having a test coming up.| Question: How would Austin feel afterwards?| Option A: proactive| Option B: lazy| Option C: concerned. The correct answer is ,53,3
The following is a multiple choice question. Context: Robin became friends with Aubrey after they treated them with respect.| Question: What will Aubrey want to do next?| Option A: take Aubrey to dinner| Option B: ask Robin for the respect they deserve| Option C: treat Robin with respect in return. The correct answer is ,68,3
The following is a multiple choice question. Context: Tracy gave their mom a card for her birthday when she was feeling very lonely.| Question: What will happen to her mom?| Option A: sad| Option B: better| Option C: be a good kid. The correct answer is ,60,2
The following is a multiple choice question. Context: Riley treated the girls to dinner after they won the girl's soccer championship.| Question: How would the girls feel as a result?| Option A: ungrateful to Riley| Option B: disgusted with Riley| Option C: like they are winners. The correct answer is ,66,3
The following is a multiple choice question. Context: Riley spelled their name out correctly after the teacher asked them to write it down.| Question: What will Riley want to do next?| Option A: go to school| Option B: tell the teacher how her names spelled| Option C: wait for further instruction. The correct answer is ,69,3
The following is a multiple choice question. Context: Ash went well and got a promotion.| Question: How would Others feel as a result?| Option A: happy| Option B: excited| Option C: confused. The correct answer is ,50,2
The following is a multiple choice question. Context: Jordan took the money they earned and payed their rent and got groceries.| Question: What does Jordan need to do before this?| Option A: full| Option B: Good to get groceries| Option C: loved. The correct answer is ,60,2
The following is a multiple choice question. Context: Taylor asked Addison for a date and Addison agreed.| Question: How would you describe Taylor?| Option A: lucky| Option B: predatory| Option C: relieved. The correct answer is ,50,3
"The following is a multiple choice question. Context: Quinn finally found their dog after searching for them for hours.| Question: What does Quinn need to do before this?| Option A: look for their dog| Option B: return their dog if it got loose again| Option C: would come up with a better fence option, to ensure their dog would remain in their yard. The correct answer is ",82,1
The following is a multiple choice question. Context: Skylar took her aunt to the ER to be evaluated after the accident.| Question: Why did SkylaR DO THIS?| Option A: TO BE EVALUATED| Option B: get checked out| Option C: get seen. The correct answer is ,63,2
The following is a multiple choice question. Context: Riley treated her teacher to dinner and thought it was a date.| Question: What does Riley need to do before this?| Option A: ask her teacher on a date| Option B: run away| Option C: let Riley down gently. The correct answer is ,65,1
The following is a multiple choice question. Context: Sasha and Jan were both hiding in a diamond mind while militia questioned people in the village. They were separated when they heard gunshots and Jan will never see Sasha again.| Question: What will happen to Jan?| Option A: get sold as slave| Option B: run back to the village to save people| Option C: get lost in wild. The correct answer is ,87,3
The following is a multiple choice question. Context: Quinn reduced the temperature by 5 percent to test out the new air conditioning unit.| Question: How would you describe Quinn?| Option A: experimental| Option B: very comfortable| Option C: dull. The correct answer is ,58,1
The following is a multiple choice question. Context: Robin asked Jesse to dine at a new restaurant that opened in town.| Question: What will Jesse want to do next?| Option A: go eat food| Option B: need to find the new restaurant| Option C: decide to invite Jesse. The correct answer is ,66,2
The following is a multiple choice question. Context: Carson kept Skylar's head down when he saw the debris coming her way during the tornado.| Question: What will Skylar want to do next?| Option A: find shelter for in case of a storm| Option B: tell Skylar to put her head down| Option C: okay. The correct answer is ,77,1
The following is a multiple choice question. Context: Robin drew a card from the deck when she was playing some poker.| Question: Why did Robin do this?| Option A: know how to play poker| Option B: win some money| Option C: sit down to a game of poker. The correct answer is ,66,2
The following is a multiple choice question. Context: Aubrey shaded Kai's eyes in when they were doing their makeup.| Question: What will Kai want to do next?| Option A: avoid Aubrey| Option B: Get their makeup bag| Option C: spend time with Aubrey. The correct answer is ,63,3
The following is a multiple choice question. Context: Austin didn't give Remy the time of day when they made a silly joke.| Question: How would Remy feel as a result?| Option A: unfriendly| Option B: justified| Option C: Like it isn't time for jokes. The correct answer is ,66,3
The following is a multiple choice question. Context: Kai gave up his personal time to help a struggling classmate.| Question: How will others feel about Kai?| Option A: get recognized for being a good peer| Option B: be thanked by their classmate| Option C: helpful. The correct answer is ,63,1
The following is a multiple choice question. Context: Jesse called the nurse into the room because he got afraid for his life.| Question: How would Jesse feel as a result?| Option A: like he has no anxiety| Option B: alone| Option C: comforted. The correct answer is ,61,3
The following is a multiple choice question. Context: Cameron bought every copy of her book at the store.| Question: What does Cameron need to do before this?| Option A: have it published| Option B: lose her money| Option C: bring the books home. The correct answer is ,61,1
The following is a multiple choice question. Context: Jordan took Sasha's car to the auto shop for Sasha while Sasha was at work.| Question: How would Sasha feel as a result?| Option A: cared about| Option B: angry about it| Option C: like quitting. The correct answer is ,64,1
The following is a multiple choice question. Context: Kendall yelled Alex's name angrily because Alex had made a mess in the kitchen and Kendall did not want to clean it up.| Question: What will happen to Alex?| Option A: never use the kitchen again| Option B: apologize to Kendall| Option C: make more messes in the future. The correct answer is ,77,2
The following is a multiple choice question. Context: Riley took Lee's choice of food off the menu because they had an argument with Lee.| Question: What does Riley need to do before this?| Option A: find out their own choice of food| Option B: get into an argument| Option C: fire Lee from the job. The correct answer is ,75,1
The following is a multiple choice question. Context: Riley found her life in her hands when she faced down a tiger.| Question: How would Riley feel afterwards?| Option A: like doing it again| Option B: shaken up| Option C: upset that it was over. The correct answer is ,62,2
The following is a multiple choice question. Context: Ash borrowed one book. They had two more to return.| Question: What will Ash want to do next?| Option A: think about the 2 other books| Option B: choose fewer books| Option C: return the books. The correct answer is ,64,3
The following is a multiple choice question. Context: CAMERON LOVED MUSIC SO MUCH THAT HE LISTENED TO IT EVERYDAY.| Question: How would you describe Cameron?| Option A: Annoying| Option B: Scared| Option C: Happy. The correct answer is ,57,3
The following is a multiple choice question. Context: Skylar got brought to the hospital after the car wreck and Casey was the nurse.| Question: What will happen to Casey?| Option A: get thanked by Skylar| Option B: cry with frustration| Option C: have to have time off work. The correct answer is ,68,1
The following is a multiple choice question. Context: Tracy ate them together. They made a great combination.| Question: How would Tracy feel as a result?| Option A: they are a dull person| Option B: they were very bad| Option C: they are a clever person. The correct answer is ,64,3
The following is a multiple choice question. Context: Cameron divided the teams into classes but one team was clearly better than the other.| Question: How would Others feel as a result?| Option A: excited about the situation| Option B: happy with cameron| Option C: mad about the situation. The correct answer is ,67,3
The following is a multiple choice question. Context: It started raining on the walk so Ash was looking for shelter.| Question: How would you describe Ash?| Option A: Resourceful| Option B: like a person who was creative| Option C: Dry. The correct answer is ,59,1
The following is a multiple choice question. Context: Jordan was gambling and saw that he could win more.| Question: How would you describe Jordan?| Option A: glad he took a chance| Option B: win| Option C: someone who gambles often. The correct answer is ,59,1
"The following is a multiple choice question. Context: Ash knew that Jan was low on funds, so she lent her the money to pay for groceries.| Question: What will Jan want to do next?| Option A: wanted to do a good deed today| Option B: Insult Ash| Option C: Go buy food. The correct answer is ",72,3
The following is a multiple choice question. Context: Sasha wanted to go to the zoo so that the kids could have some fun and see the animals.| Question: What does Sasha need to do before this?| Option A: loved| Option B: joyous| Option C: tell the kids they are going to the zoo. The correct answer is ,71,3
The following is a multiple choice question. Context: Robin wanted to see the dog so she pulled the dog from skylar.| Question: How would Skylar feel about that?| Option A: a bit upset| Option B: happy and ok| Option C: in control. The correct answer is ,62,1
The following is a multiple choice question. Context: Quinn was acting pretty weird and made Riley have many assumptions.| Question: What will Quinn want to do next?| Option A: start act funny again| Option B: only think of herself| Option C: quit being silly. The correct answer is ,62,3
The following is a multiple choice question. Context: Aubrey invited Addison to a play they were in. Aubrey gave Addison directions to the play.| Question: How would you describe Aubrey?| Option A: confrontational| Option B: helpful| Option C: rude. The correct answer is ,59,2
The following is a multiple choice question. Context: Sasha saw Carson's face in the window next to her.| Question: What will Sasha want to do next?| Option A: Say hello to Carson| Option B: go to the window| Option C: Disregard him. The correct answer is ,63,1
The following is a multiple choice question. Context: Sydney was painting Alex's nails for the dance that evening.| Question: How would Sydney feel afterwards?| Option A: excited| Option B: bad no one was helping her| Option C: happy. The correct answer is ,58,1
The following is a multiple choice question. Context: Addison maximized Bailey's profits by being an excellent manager and salesperson.| Question: What will happen to Bailey?| Option A: bailey will become rich| Option B: bailey will fire people| Option C: bailey will lose money. The correct answer is ,63,1
The following is a multiple choice question. Context: Sydney also gave Ash a present even though it wasn't Ash's birthday until next month.| Question: What will happen to Sydney?| Option A: be appreciated| Option B: wait until next month to open the present from Sydney| Option C: be hated. The correct answer is ,71,1
The following is a multiple choice question. Context: Cameron got the message across that they weren't going to participate.| Question: How would others feel as a result?| Option A: inelegible| Option B: inefficient| Option C: upset with Cameron. The correct answer is ,61,3
The following is a multiple choice question. Context: Bailey is Jan's younger sister. Jan took Bailey round the fair all day.| Question: How would you describe Jan?| Option A: selfish| Option B: stingy| Option C: kind. The correct answer is ,58,3
The following is a multiple choice question. Context: Skylar used his money as the foundation of Bailey's business. They invested a lot of time and energy into it.| Question: What will Skylar want to do next?| Option A: have the business grow| Option B: stay at home| Option C: help their friend. The correct answer is ,75,1
The following is a multiple choice question. Context: Nora was applying to nursing school and asked Lee for a recommendation letter.| Question: What did Nora need to do before this?| Option A: as jealous| Option B: finish the nursing prerequisites| Option C: as envious. The correct answer is ,62,2
The following is a multiple choice question. Context: Riley protected their skin from the sun and had a good time at the park.| Question: Why did Riley do this?| Option A: lazy| Option B: go home| Option C: strong. The correct answer is ,57,3
The following is a multiple choice question. Context: Skylar wanted to do something nice and got his son a gift.| Question: What will Others want to do next?| Option A: hug Skylar| Option B: hit Skylar| Option C: kick Skylar. The correct answer is ,62,1
The following is a multiple choice question. Context: Casey received a kind gift from Jan after work.| Question: How would Casey feel afterwards?| Option A: loving towards Jan| Option B: a nice person| Option C: happy. The correct answer is ,54,3
The following is a multiple choice question. Context: Taylor called Riley right back after Taylor accidentely hung up on Riley.| Question: What will Taylor want to do next?| Option A: hang up the phone| Option B: needed to exchange numbers with Riley| Option C: apologize to Riley. The correct answer is ,66,3
The following is a multiple choice question. Context: Jesse played board games with his friends at the sleep over.| Question: How would you describe Jesse?| Option A: Not fun at all| Option B: happy that they had fun| Option C: Friendly. The correct answer is ,59,3
The following is a multiple choice question. Context: Robin wanted to propose to their girlfriend with everyone watching them too.| Question: How would Others feel as a result?| Option A: very pissed| Option B: very nervous| Option C: very adoring. The correct answer is ,59,2
"The following is a multiple choice question. Context: By refusing to stop their incredibly embarrassing behavior, Lee made Addison sacrifice her dignity.| Question: Why did Lee do this?| Option A: make Addison ashamed| Option B: confident| Option C: make Addison proud. The correct answer is ",60,1
The following is a multiple choice question. Context: Bailey ate healthy food all the time.| Question: How would you describe Bailey?| Option A: bailey eat bad food| Option B: ate healthy food all the time| Option C: bailey eat fruits. The correct answer is ,58,2
The following is a multiple choice question. Context: Jesse pressed his lips against his girlfriends Alex's lips.| Question: What will Alex want to do next?| Option A: French kiss with Alex| Option B: hug Jesse| Option C: be intimate with Alex. The correct answer is ,61,2
The following is a multiple choice question. Context: Tracy was in a BMX biking club and loved it so she urged Robin to join the club as Tracy thought Robin would love it too.| Question: What will Robin want to do next?| Option A: avoid the BMX track| Option B: join the club| Option C: leave the club. The correct answer is ,76,2
The following is a multiple choice question. Context: Carson had been juicing regularly to benefit their immune system response.| Question: How would you describe Carson?| Option A: concerned with their health| Option B: amazing| Option C: well rested. The correct answer is ,57,1
The following is a multiple choice question. Context: Taylor told their friend to stay home and make a cake with them.| Question: What will Taylor want to do next?| Option A: preheat the oven| Option B: rent a car| Option C: wanted to make cake. The correct answer is ,64,1
"The following is a multiple choice question. Context: Tracy kept asking Kendall to go to prom, but Kendall would not answer.| Question: What will Tracy want to do next?| Option A: make her say yes| Option B: ask again| Option C: go to or not go to prom. The correct answer is ",67,2
The following is a multiple choice question. Context: Traces went to the orthodontist and had braces put on today.| Question: What will Tracy want to do next?| Option A: go home and cry| Option B: go to her friend's house| Option C: eat some candy. The correct answer is ,66,1
The following is a multiple choice question. Context: Sydney was told how nice she looked by many different people at her job.| Question: How would Others feel as a result?| Option A: sexy| Option B: sporty| Option C: jealous. The correct answer is ,57,3
The following is a multiple choice question. Context: ash saw a large man walking to her so she grabbed her purse.| Question: Why did Ash do this?| Option A: be mean| Option B: keep her purse safe| Option C: see the man. The correct answer is ,60,2
The following is a multiple choice question. Context: Madelyn was applying to nursing school and asked Lee for a recommendation letter.| Question: What did Madelyn need to do before this?| Option A: do good work for Lee to impress them| Option B: give Lee a job interview| Option C: finish going to medical school. The correct answer is ,74,1
The following is a multiple choice question. Context: jan made a deal with a assassin so she considered the arrangements in detail.| Question: Why did Jan do this?| Option A: teach her bully a lesson| Option B: make someone's life better| Option C: hire a killer. The correct answer is ,66,2
"The following is a multiple choice question. Context: After begging Skylar and promising to study hard beforehand, Quinn finally received an interview from Skylar.| Question: What will Skylar want to do next?| Option A: stop the begging| Option B: tell skylar all the questions beforehand| Option C: another interview coming. The correct answer is ",73,2
The following is a multiple choice question. Context: Austin took Addison's work hours because  Addison was ill.| Question: How would Austin feel afterwards?| Option A: concerned even though they could make more money| Option B: glad to help others| Option C: told Austin she appreciated him so much. The correct answer is ,69,2
The following is a multiple choice question. Context: Carson believed that President Trump should build the wall on the border.| Question: How would you describe Carson?| Option A: ignorant| Option B: disappointed when the wall isn't build| Option C: built. The correct answer is ,60,2
The following is a multiple choice question. Context: Robin asked Remy for Alex's number. Alex didn´t want to talk to Remy and asked who had given Remy his number.| Question: What will happen to Robin?| Option A: embarrassed| Option B: ashamed| Option C: be in trouble with Alex. The correct answer is ,71,3
The following is a multiple choice question. Context: Quinn was nervous about going sky diving. Quinn finally agreed to do it.| Question: What will Quinn want to do next?| Option A: good about over coming a fear| Option B: go to the airport| Option C: cancel the adventure that's planned. The correct answer is ,71,2
The following is a multiple choice question. Context: Carson kept Tracy alive by giving Tracy CPR and performing mouth to mouth resuscitation on them.| Question: How would Tracy feel as a result?| Option A: was forwarded in doing CPR| Option B: grateful for Carson's help| Option C: skilled and capable. The correct answer is ,70,2
The following is a multiple choice question. Context: Someone asked if they could hug Remy. Remy gave their consent.| Question: How would you describe Remy?| Option A: hostile| Option B: warm| Option C: agressive. The correct answer is ,54,2
The following is a multiple choice question. Context: Lee brought the story to a conclusion despite the others wanting to hear more.| Question: How would Others feel as a result?| Option A: hungry as a result| Option B: a storyteller on a time limit| Option C: excited as a result. The correct answer is ,68,3
The following is a multiple choice question. Context: Austin gave a nod instead of verbally assenting to it.| Question: What will Austin want to do next?| Option A: be lazy| Option B: be disagreeable| Option C: be agreeable. The correct answer is ,57,3
The following is a multiple choice question. Context: Bailey was going to be okay after all after the accident at the game.| Question: How would you describe Bailey?| Option A: very glad| Option B: she was perseverent| Option C: she was lazy. The correct answer is ,61,1
The following is a multiple choice question. Context: Bailey learned to swim the summer that her father pass away.| Question: How would you describe Bailey?| Option A: Proud to learn a new skill| Option B: fantastic| Option C: sad. The correct answer is ,57,1
The following is a multiple choice question. Context: Addison took their first plane ride and it went better than anybody could have hoped.| Question: How would Addison feel afterwards?| Option A: distressed| Option B: overjoyed| Option C: an optimistic person. The correct answer is ,58,2
The following is a multiple choice question. Context: Kendall changed their schedule so they would be able to watch their grandchildren.| Question: How would you describe Kendall?| Option A: accommodating for their kids| Option B: a person that hates kids| Option C: selfish with their time. The correct answer is ,64,1
The following is a multiple choice question. Context: Taylor read Austin's mind and ordered the pizza he was craving.| Question: How would you describe Taylor's intuition?| Option A: in tune with Austin| Option B: unaware and indifferent| Option C: rude and uncaring. The correct answer is ,65,1
"The following is a multiple choice question. Context: Jordan was sleeping but suddenly heard the voice calling, it took them a while to realise it was mum shouting to get up for school.| Question: How would Jordan feel afterwards?| Option A: ready for some food| Option B: not ready for any food| Option C: a person who likes to sleep. The correct answer is ",79,1
The following is a multiple choice question. Context: Even though Kai yelled at Sydney in frustration when Kai failed the English final exam he had studied so hard for Sydney still felt deep love for him.| Question: How would Kai feel as a result?| Option A: ashamed of himself for treating someone that loves him in such a bad way| Option B: a caring person| Option C: a loving person. The correct answer is ,88,1
The following is a multiple choice question. Context: Bailey developed interest in Quinn.  They flirt a lot.| Question: What will happen to Bailey?| Option A: ask Quinn for a date| Option B: interested| Option C: be bashful. The correct answer is ,58,1
