prompt,prompt_len,target
"The girl counted the notes in a businesslike manner, secured them in her handbag, and rose. | The girl had counted the notes before burning them.",32,1
"Farther along the strip is Doctor's Cave Beach, the original Montego Bay beach developed in the Edwardian era when sea bathing became a popular pastime throughout the British Empire. | More than a million people visit Doctor's Cave Beach every year.",53,0
um yeah i think it's a territory | That is definitely not a territory; it's a protectorate.,25,1
"I suppose every one has."" | I suppose no one has.",14,1
Tuppence stared after him. | Tuppence stared after John. ,17,0
"We close when we get to close, she said.  | We close daily at 8pm.",22,1
"Through this organization, three companies volunteered to participate in our study and supplied us with information on the techniques they used and considered effective in reducing improper payments. | Only one company volunteered to participate in our study.",42,1
I waved back. | After they waved at me I waved at them.,16,0
"He was never a good man, none of us were, but I once called him a friend and I shot him in the face without even thinking about it. | We were not good men and even though I thought of him as a friend once, I still shot him in the head. ",60,0
"However, most possessed considerable clout across their organizations due largely to the support they received from their organization's senior management. | Most had lots of clout due to support from management.",37,0
 The second largest as opposed to busiest town on the island is Santa Eul? ria del Riu (or R?­o) on the east coast. | Santa Eul? ria del Riu is the second largest town on the eastern coast.,51,0
This offered a more natural habitat for animals and a clearer view for visitors. | It offered a much smaller habitat for the animals.,27,1
"That didn't matter much, though; Nixon, knowing he was licked, resigned 10 days later. | Nixon, after 10 days, resigned, said the history teacher",39,0
"The island is famed for its nuts, honey, and fruits, which traditionally have been preserved to last through the Aegean winters. | Nuts, fruit and honey must be eaten first before they are spoiled by the Aegean winters.",45,1
I want to ask your advice.  | I need some advice.,15,0
when was that on | When did it come on?,12,0
"Phoenix Park in the northwest is the largest open space, but squares like St. Stephen's Green are the garden oases of the city. | Phoenix Park is the smallest open space in the northwest. ",43,1
but you know it's it's similar to a lobster too because the tail has got the little pleats in it like a lobster would | Shrimp tails are kind of similar to lobster tails. ,42,0
"That leaves Case 1. But if you believe that your neighbor has no right to live well at the expense of your fabulously wealthy grandchildren, you must also believe that your neighbor has no right to live well at the expense of Bill Gates. | You think your neighbor should be able to live well on someone else's money.",68,1
"He would call evidence to show who did destroy the will, and it was possible that that might open up quite a new view of the case.  | The evidence showing who destroyed the will would change the course of the case.",47,0
Privately I thought it lucky that he had associated with him some one of a more receptive type of mind.  | I thought privately to avoid ruining the partnership.,34,0
Japanese expansionist policies were leading to direct confrontation with the West. | Confrontation with the West could not be caused by the expansionist policies of Japan.,32,1
People enjoy these  Some exhibitions where visitors tote around the latest electronic gadgetry are beginning to resemble cellular-phone-users' conventions. | All exhibitions ask visitors to leave their electronics at the entrance.,41,1
"Here we abandon him in the heady presence of treasures laid up on the earth, material wealth in its most concentrated and enduring form. | We abandoned him three days after working with him.",39,0
"But since you have proven exponentially easier to track and catch than White, I severely doubt you're using the same underground network. | This person was easier to find than White,",37,0
This estimate is based on 26 studies of the value of mortal risks. | This estimate is the only measure of its kind since this is still a fairly new subject.,36,0
right right not just overhead | Overhead is not the only thing.,14,0
"You say nothing, just listen, and began a monolog which lasted until 9AM the following morning. | A monolog began, which ended at 8AM the next morning.",39,1
i'll uh buy some plastic and make a little house and | I'll buy some metal and make a huge house.,27,1
"The door is too thick."" | The door is not thick enough.",15,1
"Why not have a kid out of wedlock, collect your $230 a month in stamps, live with your mom and worry about going to work later? | Aid stamps provide you with $230 a month. ",48,0
course the reason yeah i think it's going to be harder for for females in the next ten years or so to make strides in say you know the Southwest and Midwest and you down here | I think the Southwest and Midwest would not support female politicians.,52,0
"First, even if punishment is inevitable, it falls not on the owners at the time when the sin is committed, but on the owners at the time when the sin is discovered. | Sins are often only discovered long after they have been committed. ",51,0
that's right i mean the Israeli's aren't they're not afraid of anything | The Israelis are fearless.,27,0
and i you know i still provide most of the the things that go on around the house | He felt responsible as the father of the household to bring in the money.,35,0
"Further west is the Mondrian hotel (8440 Sunset Boulevard), which Ian Schrager made trendy again with sleek modern decor by Phillippe Starck and a parade of celebrities who frequent the beautiful outdo or SkyBar cocktail lounge. | Phillippe Starck didn't participated in the renovation of the Mondrian hotel, even if he wanted.",72,1
usually i can talk all day but this is something to me that's sad | This is very sad news.,24,0
"yes um-hum right uh-huh | Yes, yes.",14,0
"The gallery offers a popular free concert series, the Sundays at Noon concerts (not held in July and August). | July and August are busy months for the free concert series at the gallery.",39,1
"Take the A9 autoroute southwest from Orange to the Fournys-Remoulins exit, then follow the D981 to this gigantic 2,000-year-old aqueduct, without doubt the most impressive of all the Roman mon?­u?­ments preserved from an?­cient Gaul. | The A9 autoroute does not go near to Orange.",80,1
As I speak to you. | AS I speak to you.,14,0
"the Denver Broncos' running backs, who unveiled the salute at preseason games this summer. | The Denver Broncos' salute was well-received by other players and the public.",35,0
Adjustments for differences between the USPS and Poste Italiane | No adjustments needed because USPS and Poste Italiane are the same.,26,1
Within the cornerstone of results-oriented | In the cornerstone of results-oriented,16,0
"The effective date of the statement as it applies to the consolidated financial statements, except for chapter 8, is deferred pending further deliberations of the Board. | There is information about consolidated financial statements in chapter 9.",44,0
boilermaker labor per year. | boilermaker labor per week.,14,1
"  IPM was a key analytical tool in developing the President's Clear Skies proposal. | IPM vetoed the proposal for improving air quality,",30,1
"Whilst he ate, he read a morning paper propped up in front of him. | He ate in front of the television.",26,1
"You think so, Hastings? | You think that it is true, Hastings?",17,0
ooh house payment  that is is a lot of money | Foreign investment made the house payment high,20,0
But pomposity is a perfectly legitimate cultural style. | Pomposity is an illegitimate cultural style according to some criteria.,26,1
"They try to swallow a dozen grapes while the clock atop the building strikes 12, after which pandemonium breaks out. | Pandemonium breaks out after the clock atop the building strikes 12.",43,0
Disciplined Reviews and Stakeholder Agreements Supported the Capture of Design Knowledge | Stakeholders are not involved in the process of capturing design knowledge.,26,1
The latest gadgets are sometimes available in Hong Kong before anywhere else. | Hong Kong is behind the times in the gadget world. ,27,1
yeah they they'd rather go out there and play in the yard than eat | Staying inside all day is all they want to do.,29,1
"I stopped, and dropped my fork. | I picked my fork up and kept going.",19,1
"In response to media inquiries about ongoing work, GAO will provide information only about the objectives, scope, and methodology of an assignment; the names of the requesters; and the expected completion date. | The GAO provides certain and specific types of information in response to the media.",56,0
and uh or i will just let the phone ring three or four times and know that it will forward to uh to the office | The phone will forward to the office after ringing.,37,0
"2. Given the magnitude of alcohol problems and the ability of emergency departments to identify patients who might not otherwise seek treatment, funding agencies should give high priority to research on alcohol problems in EDs. | Alcohol causes no problems.",46,1
He meant the phrase as a metaphor but Jon wasn't sure he was wrong. | Jon was certain the man was correct.,27,0
"With its four glass towers in the shape of open books, the new national library, Bibliothaque Franaois Mitterand, is the flagship building of the redeveloped Tolbiac district east of the Gare d'Austerlitz. | Bibliothaque Franaois Mitterand is the new national library.",66,0
They will eat your children. | The people are cannibals. ,16,0
 lion-headed goddess Sekhmet (1400 b.c. ) and the colossal Amenophis IV (1370 b.c. ). | Amenophis IV was a dwarf.,44,1
A mailer sending a quantity of mail to zone 8 might achieve a lower rate if he carries the mail to the destination mail facility. | Anything sent to zone 8 has a very high mail rate.,43,0
"A childish promise to be a good boy, not to do it again? | There was no need for any kind of promises.",27,1
i personally feel like as long as the Soviet Union exists it's going to be a threat to the United States and | The Soviets are no threat at all to the United States.,38,1
Investment manager is defined by ERISA to include investment advisers registered under the Advisers Act. | The ERISA does not deal with the Advisers Act.,32,1
"But with for-profit chains buying Tulane and George Washington university medical centers and other big city hospitals, these tactics won't be available much longer. | University medical centers are not for sale.",40,1
"( After this article was posted, I learned that Macmillan Digital Publishing and not Red Hat Software provided the e-mail support for this version of Linux. | Red Hat Software stopped providing email support for Linux last year.",44,0
think that we have gotten into much too legalistic of society and that we we spend far too much on the fine points of the law and far too little on achieving justice | It is good that we spend so much time on the fine points of the law.,53,1
The racial divide is particularly pronounced on the lower end of the economic scale. | The racial divide is easiest to see among the wealthy.,28,1
"The modern air-conditioned building is well designed, with a small number of delightful pieces on display including a striking basalt statue of Pharaoh Tutmosis III. | There has never been a statue made of Tutmosis III.  ",45,1
"Either physically or electronically, the mailer may be able to arrange all of his addresses in ZIP Code order. | The Mailer wants to keep everything in meticulous order. ",36,0
"Then old Sather Karf was dashing out from under the cover of the building, brandishing a pole on which a drop of the sun-stuff was glowing. | Sather left the pole in the building from which hew dashed.",49,1
"As with all Buddha images, the positions of the hands are highly significant. | It doesn't matter how the hands are positioned.",28,1
"The Hong Kong Tourist Association runs a  Come Horseracing Tour,  which includes entry to the Hong Kong Jockey Club visitors' box and members' enclosure, and a buffet-style meal. | You can visit the Hong Kong Jockey Club as part of the Come Horseracing Tour.",59,0
She said you told her it was because you had been awakened during the night and didn't go back to sleep.   | You had not spoken to her for awhile.,36,1
"right well the good stuff right | Wrong, I hate that stuff.",15,1
"Oh, I know who he was, said Sir James easily. | Sir James didn't know who he was.",25,1
"When Dorothy Parker lamented that I hate writing, but I love having written, she was expressing the sort of routine tradeoff between current costs and future benefits that fits right into the traditional economic framework. | Dorothy Parker loved the process of writing.",49,1
"Employer entity contributions to pension and other retirement benefit plans for Federal employees. | No one contributes to retirement pensions for federal employees, they don't have one. ",34,1
Yes ”you'll laugh at me ” ” | You will cry for me.,18,1
Churches are commonly built on the ruins of Roman baths or pagan temples. | Churches are never built on ruins of other cultures.,27,1
"In the hot, humid summer months it can feel as if the entire population of Tokyo and Yokohama is here, searching in vain for a vacant patch of sand. | Due to the heat, the high concentration of people on the beach makes it suffocating.",52,0
The federal unified budget measure is generally a cash or cash-equivalent measure in which receipts are recorded when received and expenditures are recorded when paid regardless of the accounting period in which the receipts are earned or the costs incurred. | The government has no budget and no money.,54,1
you know that that they're not in the home by choice anymore | They're not in the home by choice,25,0
GAO's policy is that senior executives with the broadest knowledge of a completed engagement do such interviews. | The GAO executives are happy to do interview engagements. ,34,0
I struck a thousand times in my mind and none of them hit. | I couldn't imagine being violent.,24,1
"18 Program Letter 1998-6, published on July 6, 1998, responded to recipient requests for guidance and additional information on what was expected in their state planning reports. | The letter was published in 2004.",56,1
no no uh i you know i i think the same thing about people like Saddam Hussein | Anyone who commits really bad crimes should be severely punished. ,31,0
i mean yeah yeah i went there looking at a used car and two days later i bought this car i i felt i felt like | I got this car after looking for a used card.,39,0
It's nearly got human capabilities now. | It's almost capable of behaving like a human.,22,0
"For the 40 volume Schomburg Library of Nineteenth-Century Black Women Writers he edited, he appointed others to put together the books and write their introductions. | Schomburg Library of Nineteenth-Century Black Women Writers has forty volumes.",48,0
"Tourists who fly into Alicante's airport on package holidays usually begin their sightseeing with a visit to the provincial capital. | Those who arrive in Alicante when it happens to be a package holiday, they are sure to visit the capital. ",49,0
"Land speculators and locals alike were anxious to own a part of the newest railroad boomtown, and within an afternoon, more than 80 percent of the lots were sold. | Land speculators and locals the same were anxious.",48,0
"OMB's published guidance12 states that an agency should perform an assessment to evaluate the suitability of electronic signature alternatives for a particular application. | An agency should perform an assessment to evaluate the suitability of electronic signature alternatives for a particular application, according to OMB's published guidance12.",59,0
"Heading west from Montego Bay, the main road hugs the coastline. | The main road is smooth and has no potholes. ",27,0
yeah that's pretty interesting because just just because you know a subject matter doesn't mean you can teach it | This subject was too difficult to teach. ,34,0
" ""You'd better watch out, Sam.""Again the tall man cut in. | Susie better watch out.",24,1
"She first taught at Ohio State as a visiting professor in 1975, then as an adjunct professor. | She was first an adjunct professor.",32,1
"That, in a nutshell, is the history of Kosovo. | That is the whole history of Kosovo.",22,1
" Local fruit is delicious, and the fresh produce of Ibiza will jolt your palate awake. | The local fresh fruit and produce are good.",28,0
we're able to get around pretty good and it didn't stay too long on the sides of the roads but | We were not able to get around because it was on the side of the road forever.,44,1
"I don't know, said the girl truthfully. | The girl honestly stated that she does know. ",23,1
"Therefore, he hoped that the supporting text for this recommendation would include statements about the need for a large, multi-center trial in EDs. | He was an expert on this topic and was prepared for anything to go wrong.",47,0
2) The universe began to exist. | The universe came into existence.,16,0
beat them all up including the women i mean they just beat them stuffed them in the freezer and then shot them all | They let all of the people go. ,34,1
Cars must be left at the southern end of the town. | Vehicles have to remain at the southern tip of town.,25,0
"Because the Vacaville program is just starting up, Brownell said the number of people who can be seen each night is small, but plans are already in place to increase the totals.  | Brownell said that huge numbers of people are seen every night.",53,1
"And, more recently, Christian conservative leaders have blamed Reed for the debacle of the Bob Dole campaign. | Christian conservative leaders have blamed Bob Dole for the debacle of his own campaign.",37,1
"I threw Daniel out first, hoping he'd be all right. | I hoped Daniel would be safe when he landed.",26,0
"I understand, I said, ""but ”but don't do anything rash."" | I told them not to do anything rash since I understood.",31,0
They readily ask about seat belts and distribute handouts about various behaviors. | They give out handouts relating to various behaviors.,24,0
uh i really am i mean i'm going i'm going to take the negative side just for a second just to do it | I'm going to be on the positive side.,40,1
I don't think you get to lecture on trust.' | Tell me about trust.,19,1
"Daisen-in, the Zen Temple Without Equal, contains splendid painted fusuma (sliding panels) and wall paintings. | Visit the Daisen-in if you'd like to gaze at fantastic wall paintings and decorated sliding panel walls.",49,0
The greatest concentration of shops and entertainments is to be found around the original village. | There is no shopping areas surrounding the village.,27,1
measurement on there you know from one system to the other in seconds | Simple measurements are not easy to obtain.,23,0
"Though independent travel is difficult north of Luxor because of security precautions put in place to protect tourists (see driving, page 111), there are still two temple complexes that can be visited from your base at Luxor. | There are only two temple complexes at the Luxor base for tourists.",59,0
"Medicare's financial status has generally been gauged by the financial solvency of the Part A Hospital Insurance (HI) trust fund, which primarily covers inpatient hospital care and is financed by payroll taxes. | Medicare's financial status is judged by how solved Part A is.",56,0
Try to book one on the terrace. | The rooms on the terrace are great but cost $500 extra.,25,0
"All the beaches served by public transport have snack bars, beach chairs for hire, and umbrellas and additional amenities to one degree or another. | The beaches with access to public transport have snack bars, beach chairs, and umbrellas.",46,0
"Unfortunately Frank Sinatra and company no longer patronise the Kassit, but it is still one of the best caf??-restaurants to be found on Dizengoff Street. | Sinatra still goes to the Kassit.",44,1
What is the matter with Monsieur Poirot?  | Where is Monsieur Poirot?,18,1
so and i like that because you can find out the good schools in your area | You can use the internet to find good schools.,28,0
They'll find my body. | They will find me dead in the bushes.,18,0
We think that international comparisons can lead to important insights. | International comparisons can lead to important insights--that's what we think.,28,0
"Previously committed to a Triple Alliance with Austria and Germany, Italy remained neutral in 1914. | Italy was not a part of either side of the war until 1914.",41,0
"Social Security Administration, Income of the Population, 55 or Older, 1998, (Washington, D.C.: U.S. | The people above 55 also represent the DC equal as other people.",49,0
"To defray costs, worshippers must make a generous donation to receive a piece of the old shrine. | The worshipper who makes the highest donation gets to destroy and keep the new shrine.",38,1
yeah out here in the real world it's all the same | There is no difference.,20,1
yeah i mean we're we're taxed on taxes and um uh most all government entities are just trying to give us a state income tax for those who don't have it that is i mean we don't have one yet but eventually they may try to push it through | We are lucky to be among those that don't have any taxes.,74,1
"Within a few years Port Royal, the town surrounding the fort, earned a reputation as the most raucous and debauched city in the Caribbean. | Port Royal is one of the most highly regarded cities in the Caribbean.",46,1
Nothing; but   | Everything; and,9,1
"And as in Burma, the Philippines, and Indonesia, Japan appealed to Malay nationalism to throw off the Western imperialist yoke in a movement of Asian solidarity an  Asia for the Asians  spearheaded by Japan's Imperial Army. | Japan appealed to pro-Western sentiment in Malaysia in an effort to drum up support for continued Western imperialism.",69,1
A Bridge to Forever those are really really mind expanding books his concepts are so different than what i would have ever dreamed of | I could never have guessed how mind expanding A Bridge to Forever would be.,41,0
"she has twelve children she looks gorgeous no she's gorgeous a nd she just liked having kids and she's thin and i mean all my friends with four or more children are thin i mean i'm not kidding you | She looks very ugly, regardless of how many kids she had.",60,1
Technology has always influenced the way pollsters do their job. | Pollsters rely on technology to do their jobs.,24,0
"um-hum yeah that's true that's true yeah i have um in between the street and the sidewalk see are two of the oak trees | There aren't any trees there, only buildings.",43,1
"The price of an IPO, then, should reflect as nearly as possible what investors really think about a company's prospects. | The IPO should be priced high to show people it's worth it.",42,1
"A cloud of arrows hissed upwards, all fortunately too late. | The arrows arrived earlier than expected.",21,1
"Finally, a sitcom aired between Seinfeld and ER that is said to live up to the demands of its time slot. | A drama was between Seinfeld and ER.",33,1
"Thus, rural (and highway contract) routes serve slightly less than 25 percent of total residential delivery points; this is the same as the percentage of the population living in rural areas. | Over 50 percent of the population lives in rural areas.",53,1
And a focus on pure politics is surely better than a focus on personal misbehavior or the issue of whether evangelical Christians should be alone with women not their wives. | Ignoring personal misbehavior to focus only on politics is a bad idea.,48,1
"Then there are the stars, like our sun, but much more distant. | Stars are nothing like our sun even though they are both nearby.",30,1
For so long there has been such misunderstanding between the religious community and the work lawyers do for the poor. | There's been a misunderstanding between religious people and lawyers.,37,0
"Steps inside the outer columns lead up to galleries at four levels, and the view from the top gallery is spectacular. | The sight from the top of the gallery isn't anything special.",39,1
"Legendary associations aside, however, even this site is of minor interest, except to archaeology buffs. | It isn't just archaeology buffs who would love this site.",34,0
"Since everyone who matters presumably knows all about who backs the Milliken Men and why, why does their advice still get taken? | People who matter no nothing about who backs the Milliken Men.",40,1
we cannot feed the world and we should not please the world this | We don't have the resources to feed the world.,27,0
"With its wonderful light and space, it makes a tremendous exhibition area. | The lighting is quite bad and limited.",24,1
but uh i have in times past gotten into a bit of trouble with credit cards it's just you know too easy to do | I don't have any credit cards,36,1
"Take, therefore, the talent from him [who had one talent] and give it unto him which hath ten talents, Murdoch read. | Do not take his talent even if he has many, according to Murdoch.",44,1
"'After all, you are the man who made him.' | You didn't create anything.",21,1
"Look for the Parmigianino frescoes in the first, second, and fourth chapels on the left aisle. | Search the chapels to find the only two Parmigianino frescoes still around.",40,1
"It wasn't you but the organization you lead that committed the misdeed. | Your organization was the one who was wrong, but not you personally.",32,0
And there--in no small part as a result of that history--it has found itself with very little leverage. | It has a lot of leverage right now.,34,1
You  fresh air/fresh ideas | You have brand new ideas.,15,0
"For decades, Madeira has instead attracted a genteel, even anachronistic form of island tourism. | Madeira does not have regular tourists there.",29,0
"My good Dorcas, I have an idea ”a little idea ”if it should prove justified, what magnificent chance!  | My dear Dorcas, I have run out of ideas.",39,1
i think that's kind of the key don't you | I think that is really the key.,23,0
A few years ago I was helping a neighbor thread tracks back onto his bulldozer. | The bulldozer was taller than me.,27,0
the Sherman facility we are still in the closer to but still have a little bit of um finalization to do right it's been pitched to the Sherman uh City Council with uh open arms as well as the public we had open forum and and uh | The Sherman City Council does not look favorably on the facility because of public concerns.,68,0
enactment of a law to alleviate the Alternative Minimum Tax for middleincome taxpayers. | Law exists to alleviate the alternative minimum tax for middle income taxpayers.,31,0
The budget negotiators essentially punted on the issue. | The negotiators made this front and center of all discussions.,23,1
"Other IOC members have resigned or are still being investigated. | The members of the IOC are being investigated, that is if they have not resigned. ",31,0
"The adjacent museum and chapter house contain a number of interesting pieces of religious art and relics, including 17th-century tapestries, the Baroque carriage propelled through the streets of Segovia every Corpus Christi, and the reminder of a 14th-century the tomb of the infant prince Pedro, son of Enrique II. | The museum contains religious art and relics.",75,0
Tommy that was all that mattered. | Tommy was only one of many meaningful things,17,1
"His involvement in Latin America was indicative of how he would mobilize resources to get something done, then go to such extremes he'd have to abandon the project. | He has never worked on a project that he didn't have to abandon. ",51,0
oh they when he was riding back to the settlement and they shot his horse out from under him | oh when he was riding back to the settlement he somehow shot his own horse out from under him,40,1
thanks sir | Thanks for doing that for me sir.,12,0
" The huge, translucent walls of the monstrous egg were all around him and the opened side was closing. | He was standing outside of the egg, looking into it through its translucent walls. ",39,1
"This section includes all the most important towns and regions to help you make your choice. | The section shows a wide variety of towns, making it hard for you to choose.",36,1
It had been a one-man show. | One person was behind all of this.,19,0
"Whether his successors in this role succeed or not, I suspect that Yates will one day be better remembered for another  the U.S. | Even if Yates' successors are less successful than him, he will not be remembered.",47,1
In recent years the country has begun to realise its considerable potential for beach-style tourism. | The country has beaches in it.,27,0
you know you know and it gets kind of scary you know when you're looking at Lewisville you're looking at Denton you're looking at you know some of the larger cities and and Lewisville had more crime this last year than any of them and | Lewisville has not had a single crime in two years.,67,1
"Two and a half, and counting. | There is only one.",15,1
"But on reflection he dismissed the idea. | After thinking about it again, he decided it was a great idea. ",25,1
"Such power--  Then he stopped, staring at Hanson while something almost like awe spread over his face. | He had a look of awe as he stared at Hanson.",35,0
"The smallest pyramid, that of Mykerinus, adds a wonderful perspective to the panorama, particularly when you align the pyramids for that souvenir photograph. | The pyramids are dusty and boring. You should go to the northern coasts to get the best views.",51,1
Schwartz said her job keeps her involved in the community -- and allows her to sleep with a sound conscience. | She says that since her employment deals with the public she feels good about herself.,40,0
"The Kandariya is the largest of all the Khajuraho temples and adds, with its grand scale, a special exuberance to the life-enhancing spirit of the place. | The Kandariya is the smallest of all the temples.",48,1
"20 Rather than viewing service area reconfiguration as a punitive measure against under-performing programs currently receiving federal funds, LSC instead considers statewide reconfiguration to be one of several tools to ensure that federal dollars are being spent in the most efficient, cost-effective manner possible, in a way that will result in the best service to the most low-income clients. | Statewide reconfiguration is not considered to be a tool to save federal dollars by LSC.",93,1
The guy was on TV about a month ago and he said you'll never see me standing in the driveway of my house talking to these candidates. | The guy does not wish to speak to the candidates publicly.,44,0
"Maybe they've gone abroad to Poland, or something like that?"" Tuppence shook her head. | Tuppence is shaking her head, and is unsure where they might have gone.",40,0
"Sensitive and sophisticated, Pandit Nehru was also the strongest ruler India had known since the great Mughals and, like them, he created a powerful dynasty. | Nehru was the strongest Indian ruler in years.",41,0
yeah yeah yeah i imaging he could play just about any position on the team except maybe a defensive lineman but he's a very excellent athlete | I don't think he can play any other position than the one he is in.,48,1
Pack of fools. | Multiple fools. ,10,0
"Me and Moosier here have met before ”and there's no man's 85 judgment I'd sooner take than his.  | We've worked together on cases before, and I trust his judgement. ",48,0
"' ) Also, unlike back East, there's no vertiginous obsession with how young these IPO-heads are, because almost everybody is scandalously young. | Almost everybody is scandalously young, so there's huge obsession about the age of these IPO-heads.",56,1
um-hum it was amazing i went to the Far East uh back in October to do some training for TI and i uh | I did some training for TI in the Far East.  ,39,0
"In the short term, killing slow-moving products, shuttering factories, and eliminating layers of management can cut costs so dramatically as to make a company profitable even if its sales shrink. | Opening new factories cuts cost.",45,1
you need to start the grill | Put away the grill; we don't need it.,20,1
Many of the other articles (such as a Versace dress that uses Warhol's Marilyn Monroe face) never even belonged to the artist and serve only to make tendentious points about art and fashion. | Some of the articles are just pretentious statements about art itself.,53,0
"The other principal hotel for nightlife is the Madeira Carlton , which puts on similar theme evenings, plus classical concerts and children's shows. | The Madeira Carlton isn't a good hotel for nightlife, since it never puts on any shows.",49,1
"It was fairly obvious, said the other. | What was fairly obvious was that the other's mother was a vampire. ",27,0
But don't let that put you off. | Don't let that come in your way.,22,0
"Nelson also carried out what was in effect a coup d'etat at Rockefeller Center, forcing out the retainers loyal to his father so that he could take over himself. | Nelson went through Rockefeller Center and got rid of anyone loyal to his father. ",52,0
"A large quantity of new generating capacity, consisting mostly of gas combined cycle units, has been built within the last several years. | No new generating capacity has been built recently",35,1
"Ca'daan dressed and walked in the cool night air. | Ca'daan longingly looked out his window, wishing for home.",28,1
Winter breathed across the land now with the coming of dark. | Storms rolled over the dark skies.,21,0
now my children have have sometimes um well they've gone to a few of the concerts and so on of Christian musicians that come for our youth group at our church and um and | My kids have gone to a couple of the Christian concerts at our church.,53,0
"For each activity a post performs, there are volume-driven attributable costs and networkdriven institutional costs. | There are no costs associated with each activity that a post performs. ",36,1
I have started dating a guy with wonderful qualities and think he has real possibilities for the long haul. | The guy I am dating is not long term material.,33,1
EPA has submitted the required documentation to OMB and no party need respond to any collection of information until the collection is approved by OMB and a control number is issued. | All requests for information must be responded to immediately.,44,1
(Click here for a summary of the experiment.) | Click here for the summary if you are having trouble viewing the full experiment.,27,0
"i uh try to do what i can and uh we have two vehicles uh and uh on the Honda which is the older vehicle |  I can do what I can with one vehicle, which is a Toyota.",43,1
"Second, Congress provided EPA with a tool to achieve this reduction - - an innovative market-based allowance trading program. | Congress gave EPA a ways to increase it.",34,1
Gauve looked at him and frowned. | He was so happy he could barely contain himself.,20,1
DIRECTED FLOWS OF RESOURCES -Expenses to nonfederal entities imposed by federal laws or regulations without providing federal financing. | Resource flow is monitored by the federal government.,34,0
Exoatmospheric Kill Vehicles orbiting Earth would be programmed to collide with warheads. | Exoatmospheric Kill Vehicles would be programmed to ignore warheads.,31,1
right exactly and it seems a shame to have all that equipment but uh not do anything with it but one day i hope to do more | I hope that one day I can do more with all of that equipment.,44,0
"Randi Youells, Vice President for Programs, provided opening and closing remarks for the conference; and an LSC update during lunch. | Randi Youells is the Auditor for Programs.",39,1
i mean you think about it now they they get about sixteen holidays a year | They already get sixteen holidays a year. ,26,0
well with with an engineering degree it's of course it's a whole lot easier | It is harder with a nursing degree.,28,1
"Instead of boos and shouts, we have only I hear hisses from several locations. | People were actually hissing.",24,0
Table 1: Comparison of Mode of Delivery by Route in France and the U.S. | The table shows how delivery differns between France and the US.,34,0
The men who built the road. | The men who destroyed the road.,16,1
Let me present Monsieur Kramenin. | The presenter is at an award ceremony for Monsieur Kramenin.,21,0
Another knew all about dredging canals and the last one was an electronics engineer--a field in which Dave was far more competent. | Dave was great at everything.,33,1
"According to the attorneys who appear before her, Zelon succeeds in making everyone in her courtroom at ease. | Zelon makes everyone feel comfortable in court, according to the attorneys she hears. ",40,0
for the for the gang violence the uh the street murders so to speak i don't think it is | I don't think is for gang violence like street murders.,36,0
well anyway i guess that's about all i got to say about the uh the weather | That's all I have to say about the weather.,32,0
4) A bill was filed in the House to ban human cloning outright. | A bill was filed by the church to stop human cloning. ,30,0
uh probably uh in the last few weeks the biggest uh way i've had of keeping up with what was going on in the Gulf was CNN and i think maybe that's probably true for everyone | I have not had the time to watch CNN for months.,54,1
"Wander through the refreshing greenery to the intersection of Agron, King David, and Mamilla streets, then climb the hill along King David Street past the modern Hebrew Union College. | The Agron, King David, and Mamilla streets do not cross each other.",54,1
He was thinking in terms of a world where money moved freely and massively to wherever it could earn the highest return. | Money should stay put.,30,1
"For example, GAO may decide not to transmit a draft report electronically and instead provide limited printed copies of the draft to the agency. | GAO has to decide if they want to submit the report via e-mail..",44,0
"As previously reported to Congress, though, a number of grantees did voluntarily submit corrections to their 1997 CSR data during 1998. | Congress always reports on grantees who submit corrections. ",46,0
More than 200 Old and New Testament figures are sculpted on the calvary at Guimiliau. | The calvary at Guimilau is devoid of any decoration.,39,1
You've never had a job. | You had a job in the past. ,19,1
There are heartening exceptions. | There are exceptions that are heartening.,16,0
Supreme Court from Washington state that challenges the mechanism every state uses as a mainstay of legalservices funding. | States don't use mainstays for legalservices funding.,36,1
They had left the sun pyre far to the south. | They took the sun pyre with them.,23,1
"It's her name, said Tuppence, opening her eyes very wide. | It is not her name, Tuppence closed her eyes in fear.",34,1
"Welcoming the decision in an editorial, the paper said it creates a  No dictator or tyrant may cite national sovereignty to claim impunity from justice. | Dictators may claim national sovereignty to avoid justice.",41,0
um-hum yeah once in a while uh my i have an American Express they have this  a buyer protection thing | Buyer protection is not available from American Express. ,35,1
The Commission believes that these estimates greatly overstate the number of small entities affected and reserves the right to adopt a more suitable definition of small business as applied to television broadcast stations at a later date following the conclusion of several pending proceedings at the Commission seeking comment on the definition of and data relating to small businesses and compliance with section 601(3) of the Regulatory Flexibility Act. | The Commission's position was that the number of small entities being affected was largely overstated.,98,0
"An article examines the booming international car-theft industry, which is virtually ignored by law enforcement. | Law enforcement tends to ignore the car theft industry. ",32,0
"Without experience of wooing ladyfolk, Ca'daan could only begin to understand the signals between Adrin and Vrenna. | Ca'daan didn't have any romantic interests.",39,0
This guide provides a logical framework for evaluating information technology acquisitions. | This guide provides a framework to evaluate acquired information technology and use it to make a healthy profit.,33,0
"Station I (Condemnation): Jesus was condemned in Herod's Antonia fortress, the site of which is now covered by modern buildings. | The site where Jesus was condemned is now covered in buildings.",42,0
